,Lat,Lng,Price,Tempature (C),ZipCode
2226,43.38,-73.3,94600.0,-3.23,12832
2227,41.26,-76.71,124900.0,-0.57,17737
2228,39.38,-97.13,63800.0,10.0,67432
2229,41.81,-77.07,121800.0,1.84,16933
2230,35.83,-79.9,111000.0,5.39,27350
2231,35.81,-78.09,85300.0,5.32,27807
2232,42.83,-71.0,297000.0,-0.67,01860
2233,41.02,-81.86,113800.0,2.12,44273
2234,36.06,-86.77,362000.0,5.99,37220
2235,39.5,-86.18,115600.0,2.68,46106
2236,44.86,-93.66,282900.0,4.01,55386
2237,40.96,-85.35,117700.0,0.67,46783
2238,32.18,-81.67,117600.0,9.79,31321
2239,42.59,-76.36,132000.0,0.42,13073
2240,35.41,-80.42,125700.0,6.35,28124
2241,40.8,-78.08,177200.0,2.73,16870
2242,38.84,-78.6,138500.0,3.75,22824
2243,43.34,-75.75,81100.0,-2.98,13316
2244,39.18,-120.14,468800.0,2.82,96145
2245,42.88,-71.18,257900.0,-0.67,03841
2246,41.75,-73.2,232300.0,-2.5,06759
2247,43.14,-86.14,128300.0,1.51,49415
2248,43.46,-76.24,89100.0,-1.98,13114
2249,43.05,-88.09,316900.0,2.89,53122
2250,42.6,-73.8,205100.0,-3.58,12077
2251,43.25,-76.31,82800.0,-1.52,13135
2252,35.58,-97.29,95200.0,13.56,73049
2253,46.68,-92.22,103600.0,3.67,55808
2254,40.67,-84.93,81700.0,0.79,46711
2255,37.37,-122.22,2454500.0,12.9,94028
2256,41.98,-71.65,222200.0,-0.74,02830
2257,39.8,-83.89,153400.0,1.22,45387
2258,35.89,-96.09,90300.0,13.0,74047
2259,38.25,-78.83,135800.0,7.05,24441
2260,37.88,-81.21,49100.0,3.35,25880
2261,34.46,-83.6,76300.0,7.77,30510
2262,35.1,-120.61,346200.0,13.59,93445
2263,42.28,-122.82,186700.0,4.17,97535
2264,44.46,-93.89,126200.0,3.42,56058
2265,40.88,-85.16,100000.0,0.52,46777
2266,41.59,-83.49,97400.0,1.0,43465
2267,40.82,-75.33,167500.0,0.01,18091
2268,41.37,-72.57,283700.0,-1.64,06419
2269,34.67,-77.03,269800.0,8.22,28594
2270,46.49,-94.3,238300.0,4.69,56468
2271,42.08,-75.64,84600.0,-1.0,13865
2272,43.32,-70.94,105400.0,-1.43,03868
2273,42.57,-71.65,213300.0,-0.84,01464
2274,33.83,-79.48,75800.0,7.56,29555
2275,44.1,-69.37,134500.0,-1.76,04572
2276,39.14,-84.47,70100.0,2.31,45207
2277,42.7,-74.92,181300.0,-4.0,13326
2278,39.1,-108.37,186300.0,11.18,81526
2279,37.86,-84.67,120000.0,2.41,40390
2280,42.36,-76.59,141000.0,1.25,14867
2281,41.89,-87.64,421300.0,3.12,60606
2282,40.04,-82.1,124500.0,2.0,43830
2283,41.51,-71.44,302100.0,-0.6,02874
2284,42.75,-71.03,347200.0,-0.5,01834
2285,41.44,-73.06,161700.0,-2.38,06403
2286,40.78,-81.7,130700.0,1.5,44618
2287,43.07,-74.17,148700.0,-3.66,12025
2288,39.86,-86.46,130100.0,2.5,46167
2289,36.54,-95.45,66500.0,11.22,74016
2290,41.4,-72.78,244000.0,-2.34,06472
2291,41.21,-74.3,181700.0,0.15,10925
2292,30.33,-81.65,145400.0,9.18,32202
2293,33.79,-84.4,318400.0,7.1,30363
2294,37.46,-122.2,3203800.0,13.0,94027
2295,40.24,-105.32,365800.0,16.09,80540
2296,41.22,-86.78,70700.0,1.17,46366
2297,48.94,-119.4,119400.0,3.49,98844
2298,42.82,-72.03,150900.0,-2.0,03452
2299,42.53,-88.05,190300.0,3.22,53104
2300,26.66,-82.14,216300.0,17.06,33922
2301,41.3,-84.76,74900.0,0.53,43526
2302,34.77,-98.41,66300.0,17.0,73538
2303,44.75,-123.01,200000.0,8.0,97352
2304,43.23,-76.82,95900.0,-0.72,14590
2305,38.05,-84.5,254000.0,2.37,40507
2306,40.39,-82.81,142300.0,0.61,43334
2307,48.29,-117.78,138500.0,2.0,99109
2308,42.48,-83.17,323500.0,0.63,48070
2309,30.48,-87.7,106800.0,9.25,36580
2310,37.44,-77.04,153100.0,4.66,23140
2311,41.61,-73.99,181100.0,-2.99,12542
2312,42.36,-71.05,981600.0,-0.42,02109
2313,37.62,-87.06,99800.0,3.74,42376
2314,34.16,-78.06,146400.0,8.03,28479
2315,39.61,-84.91,64000.0,2.4,47353
2316,35.25,-80.34,100200.0,6.8,28129
2317,19.44,-155.89,332400.0,23.42,96704
2318,40.16,-75.79,247500.0,2.18,19520
2319,35.23,-78.36,102500.0,6.93,28366
2320,42.48,-91.12,132200.0,3.8,52040
2321,41.86,-84.34,79700.0,0.37,49247
2322,47.64,-117.59,159700.0,3.18,99001
2323,37.03,-94.74,49900.0,8.79,66713
2324,39.87,-83.94,106700.0,1.1,45323
2325,38.46,-90.88,126800.0,10.2,63089
2326,40.33,-104.86,228700.0,18.35,80543
2327,37.72,-86.94,106900.0,3.6,42366
2328,38.9,-94.6,175200.0,7.67,64145
2329,30.94,-85.51,68100.0,12.0,32440
2330,45.55,-122.67,479900.0,8.37,97227
2331,30.9,-87.13,83700.0,11.62,32565
2332,38.8,-122.54,259100.0,11.27,95467
2333,42.31,-75.49,81000.0,-1.0,13733
2334,35.56,-77.26,83400.0,6.7,27837
2335,38.47,-79.08,160200.0,5.83,22821
2336,29.12,-81.35,114600.0,12.95,32130
2337,42.64,-70.95,485600.0,-0.27,01983
2338,47.59,-122.87,424900.0,7.3,98380
2339,43.78,-108.38,146200.0,3.0,82443
2340,47.27,-122.24,241600.0,7.49,98047
