Zipcode,Population,Median Age, Household Income ,Per Capita Income,Poverty Count,Poverty Rate
6787,7892,43.9," 65,562 ",30630,663,8.400912316
6790,35268,44.5," 58,510 ",29530,3466,9.827605762
6791,5541,47.3," 93,770 ",43034,261,4.710341094
6793,1277,57.1," 80,170 ",85697,97,7.595927956
6794,1090,54.2," 87,917 ",59802,15,1.376146789
6795,13765,45.4," 95,676 ",43861,603,4.380675627
6796,1039,59.7," 78,125 ",60816,55,5.293551492
6798,9723,47.7," 79,387 ",46321,493,5.070451507
6801,19384,42.8," 94,375 ",44798,614,3.167560875
6804,17080,44.4," 106,449 ",46778,602,3.524590164
6807,6942,43.8," 140,238 ",75133,263,3.788533564
6810,51085,35.3," 56,110 ",27235,7244,14.18028776
6811,32680,41.4," 87,904 ",39319,1742,5.330477356
6812,14075,44.6," 101,392 ",45268,463,3.289520426
6820,21519,38.9," 208,125 ",101827,1025,4.763232492
6824,34795,39.5," 133,185 ",64350,1278,3.672941515
6825,21958,41.5," 105,022 ",46228,1088,4.954913927
6830,25342,41.6," 104,164 ",94046,1877,7.406676663
6831,14574,46.3," 140,820 ",96382,1059,7.266364759
6840,20248,43.1," 176,601 ",112516,602,2.973133149
6850,18286,42.4," 85,803 ",45485,1435,7.847533632
6851,27101,42.5," 93,145 ",48796,1714,6.324489871
6853,3779,46," 145,804 ",111028,102,2.699126753
6854,30520,34.6," 64,620 ",34019,3502,11.47444299
6855,7984,41," 88,106 ",44958,677,8.479458918
6856,6,51.5," (666,666,666)",,0,0
6870,7662,41," 209,375 ",105073,355,4.633255025
6877,25152,44.7," 145,239 ",77264,698,2.775127226
6878,8019,39.6," 203,359 ",92158,346,4.314752463
6880,27909,44.6," 165,688 ",101261,1198,4.292522125
6883,10347,44.6," 218,152 ",93133,199,1.923262781
6890,4199,46.8," 170,644 ",95292,141,3.357942367
6896,9249,47.8," 129,286 ",63631,237,2.562439183
6897,18634,42.9," 180,147 ",82827,617,3.311151658
6901,7527,32.8," 64,543 ",52257,1056,14.02949382
6902,67879,34.7," 68,881 ",40220,8182,12.05380162
6903,14620,45.9," 203,641 ",88674,382,2.612859097
6905,19866,40.2," 110,412 ",55729,633,3.186348535
6906,8432,38.3," 68,316 ",39397,740,8.776091082
6907,8965,36.1," 85,351 ",45037,286,3.190184049
7001,18136,40.6," 64,821 ",23021,852,4.697838553
7002,65772,37.8," 54,862 ",28797,10177,15.47314967
7003,47989,38.6," 72,881 ",34850,3872,8.068515702
7004,7462,46.1," 100,313 ",42645,29,0.388635754
7005,15539,42.7," 104,838 ",48925,651,4.189458781
7006,25419,44.4," 106,519 ",55090,941,3.70195523
7008,23966,35.3," 67,776 ",24926,3245,13.54001502
7009,12545,48.2," 110,125 ",48729,464,3.698684735
7010,24661,43.9," 60,616 ",38808,3050,12.36770609
7011,41329,35," 55,432 ",23206,5409,13.08766242
7012,11507,37.4," 83,472 ",40695,427,3.71078474
7013,26284,44.5," 86,002 ",40868,1008,3.83503272
7014,5439,38.5," 100,449 ",37179,572,10.51663909
7016,23531,42.6," 116,851 ",49223,451,1.916620628
7017,35945,38.2," 39,031 ",22858,5950,16.55306719
7018,28741,35.6," 38,143 ",21539,6823,23.73960544
7020,11998,38.2," 102,355 ",61172,770,6.417736289
7021,2145,46.8," 173,750 ",88962,30,1.398601399
7022,14314,35.9," 54,177 ",25857,2348,16.40352103
7023,7530,39.8," 119,383 ",48199,83,1.102257636
7024,36625,45.8," 75,498 ",46581,3881,10.59658703
7026,31511,35.4," 48,263 ",23466,5846,18.55225159
7027,4315,38.8," 74,521 ",44347,176,4.078794902
7028,7699,41.5," 170,429 ",74480,336,4.364203143
7029,17760,34.4," 58,320 ",27020,2515,14.16103604
7030,53136,31.6," 118,479 ",76480,5424,10.20776874
7031,15788,40.5," 76,698 ",36907,1023,6.479604763
7032,41993,36.7," 61,510 ",25575,4752,11.31617174
7033,8129,39.5," 101,250 ",43219,567,6.975027679
7034,9631,36.8," 86,948 ",34704,492,5.10850379
7035,10787,45," 84,736 ",36571,468,4.338555669
7036,43111,37.4," 63,861 ",27152,4583,10.6306975
7039,29691,44.1," 145,916 ",65036,634,2.135327204
7040,24419,39.7," 115,738 ",54171,1386,5.675908104
7041,7445,37.7," 101,990 ",54769,302,4.0564137
7042,25698,38.8," 85,917 ",54667,2517,9.79453654
7043,12976,40.5," 188,188 ",85175,389,2.99784217
7044,13834,45.3," 104,786 ",53981,358,2.587827093
7045,10741,46.5," 139,969 ",71474,379,3.528535518
7046,4287,43," 162,206 ",82297,135,3.149055283
7047,62791,37," 56,129 ",25566,9229,14.69796627
7050,30421,33.8," 35,742 ",20074,7546,24.80523323
7052,47037,41.3," 92,479 ",45470,3301,7.017879542
7054,29555,40.4," 83,936 ",40710,1449,4.902723735
7055,70574,29," 33,904 ",15662,22321,31.62779494
7057,11618,39.2," 57,813 ",29603,1429,12.2998795
7058,5428,39.2," 111,531 ",49041,175,3.224023581
7059,15948,44.5," 139,181 ",65682,501,3.141459744
7060,45676,35.1," 57,470 ",25183,8492,18.59182065
7062,13011,37.1," 66,774 ",28037,2061,15.8404427
7063,13877,34.8," 75,015 ",23796,2441,17.59025726
7064,3896,42.1," 77,094 ",29836,227,5.826488706
7065,28897,37.9," 66,439 ",31464,1719,5.948714399
7066,15295,44.5," 85,273 ",42151,672,4.393592677
7067,18130,41.3," 100,907 ",38397,353,1.94704909
7068,5875,47.9," 96,250 ",55511,228,3.880851064
7069,6197,43.9," 122,917 ",68352,173,2.79167339
7070,18480,40.9," 87,587 ",43569,1169,6.325757576
7071,21582,41.8," 70,099 ",35969,2144,9.93420443
7072,6238,40.3," 84,268 ",37910,213,3.414555947
7073,9236,35.7," 76,771 ",36950,1009,10.9246427
7074,2756,44," 53,462 ",27396,336,12.191582
7075,8109,42.1," 100,169 ",41794,398,4.908126773
7076,24016,42.2," 110,591 ",53768,715,2.977181879
7077,2405,40.8," 78,857 ",38420,94,3.908523909
7078,12766,42.4," 250,001 ",111436,248,1.942660191
7079,16305,34.5," 115,770 ",51756,1680,10.30358786
7080,23916,41," 91,691 ",35991,968,4.047499582
7081,17318,45.6," 101,416 ",53659,806,4.654117104
7082,4774,46.7," 122,458 ",52256,49,1.026392962
7083,54362,41.6," 80,474 ",34314,3656,6.725286045
7086,13671,37.4," 83,447 ",56036,1413,10.3357472
7087,69065,35.2," 42,546 ",21014,16668,24.13378701
7088,3441,41.7," 51,802 ",26155,386,11.21766928
7090,30470,41.5," 149,988 ",70016,675,2.215293732
7092,6835,47.3," 122,500 ",58611,220,3.21872714
7093,64035,35.3," 50,972 ",27278,13313,20.79019286
7094,18737,40," 94,160 ",44632,1423,7.594598922
7095,19701,37," 80,523 ",35097,1323,6.715395158
7102,13084,30.9," 23,797 ",14626,4718,36.05930908
7103,31924,30," 27,652 ",15147,11200,35.08332289
7104,50096,33.5," 33,204 ",18080,13837,27.62096774
7105,53832,34.6," 44,096 ",19693,10690,19.85807698
7106,32658,32.6," 35,217 ",17983,8937,27.36542348
7107,38577,31.4," 30,685 ",15586,11021,28.56883635
7108,20980,30.8," 25,323 ",15357,8116,38.68446139
7109,36125,38.6," 64,869 ",28850,3522,9.749480969
7110,28485,41.3," 89,452 ",41394,1584,5.560821485
7111,54303,35.3," 37,538 ",19479,12618,23.23628529
7112,25476,35.3," 34,625 ",20336,5994,23.52802638
7114,13615,34.9," 22,196 ",10980,3669,26.94821888
7201,26446,32.9," 43,130 ",17486,4430,16.75111548
7202,41590,34," 42,503 ",18823,7791,18.73286848
7203,21507,40.4," 46,118 ",25134,3026,14.06983773
7204,13560,37.4," 66,168 ",31790,991,7.308259587
7205,21800,38.1," 61,955 ",26859,2605,11.94954128
7206,28421,28.5," 44,058 ",15765,5989,21.07244643
7208,31548,36.7," 46,558 ",22111,5769,18.28642069
7302,41026,34," 108,888 ",68307,3990,9.725539902
7304,42798,35.6," 45,088 ",24594,9718,22.70666854
7305,63568,35.3," 46,652 ",24747,14814,23.3041782
7306,55039,33," 49,540 ",25521,12366,22.46770472
7307,45018,33.5," 56,983 ",28419,7340,16.30458928
7310,13728,30.9," 134,951 ",69903,1988,14.48135198
7311,389,34," 201,920 ",137666,26,6.683804627
7401,6767,45.5," 151,641 ",64617,189,2.792965864
7403,7881,41.2," 77,540 ",33417,565,7.169140972
7405,17713,41.7," 110,890 ",50180,708,3.997064303
7407,20135,38.9," 73,837 ",29834,1892,9.396573131
7410,33205,42.1," 102,716 ",42444,1518,4.571600663
7416,5561,40.8," 57,875 ",29190,510,9.171012408
7417,10810,46.5," 160,000 ",79772,294,2.719703978
7418,2051,45.3," 99,688 ",39634,107,5.216967333
7419,8750,44.8," 85,458 ",41979,447,5.108571429
7420,5152,43.7," 76,627 ",28047,422,8.190993789
7421,7281,42.9," 94,375 ",38961,616,8.460376322
7422,6379,44.2," 88,000 ",36926,303,4.749960809
7423,4139,42.9," 163,988 ",74535,10,0.241604252
7424,26851,40.7," 75,125 ",36965,1739,6.476481323
7430,26434,39.6," 106,875 ",48065,837,3.166376636
7432,7283,43.4," 99,436 ",45362,379,5.203899492
7435,2743,41.1," 124,853 ",52363,79,2.88005833
7436,13041,42.7," 112,917 ",46257,413,3.166935051
7438,11510,43.5," 101,299 ",43479,620,5.38662033
7439,2488,40.9," 81,932 ",34415,109,4.381028939
7440,4493,42.8," 95,795 ",40275,118,2.62630759
7442,11163,41.5," 91,604 ",36848,689,6.172175938
7444,11011,49.9," 81,738 ",49839,607,5.512669149
7446,14952,44," 133,413 ",64187,345,2.307383628
7450,25448,41.6," 144,918 ",72666,1066,4.188934297
7452,11887,41.9," 159,247 ",68067,301,2.53217801
7456,12178,42.8," 114,563 ",44231,296,2.43061258
7457,4206,40.5," 97,045 ",50546,278,6.609605326
7458,11590,45.2," 166,398 ",87742,89,0.767903365
7460,3521,45.7," 95,156 ",39401,71,2.016472593
7461,19065,44.6," 84,596 ",35478,1089,5.712037766
7462,6766,39.6," 86,003 ",36339,476,7.035175879
7463,9922,41.8," 110,089 ",46905,619,6.23866156
7465,6818,47.5," 84,308 ",46296,278,4.077442065
7470,54992,43.4," 107,320 ",47011,2230,4.055135292
7480,16565,45," 105,938 ",41097,488,2.94597042
7481,17119,45," 143,750 ",68967,496,2.8973655
7495,0,-666666666," (666,666,666)",-666666666,0,
7501,32325,32.3," 25,379 ",13572,11691,36.16705336
7502,16798,34.4," 54,840 ",22102,3245,19.31777593
7503,18573,33," 34,867 ",15757,5698,30.67894255
7504,11649,37.5," 50,203 ",21917,1670,14.33599451
7505,2808,38.2," 28,426 ",19956,1035,36.85897436
7506,18950,39," 89,472 ",38188,888,4.686015831
7508,22736,39.4," 75,578 ",33847,2663,11.71270232
7512,10900,42.7," 96,573 ",36843,800,7.339449541
7513,12510,33.6," 40,645 ",16888,2737,21.8784972
7514,20406,31.6," 36,880 ",17234,5371,26.32068999
7522,18957,30.3," 28,785 ",14205,6652,35.08994039
7524,12868,33.4," 32,701 ",17457,4155,32.28940006
7601,44271,38.9," 56,222 ",32105,6279,14.18309955
7603,8348,38.2," 78,059 ",30463,820,9.822712027
7604,12124,41.7," 82,870 ",36735,887,7.316067305
7605,9137,43.2," 88,401 ",46566,897,9.817226661
7606,2669,38.6," 66,023 ",30475,250,9.366804046
7607,9726,42.5," 86,155 ",41594,512,5.264240181
7608,86,49.4," 31,250 ",20203,19,22.09302326
7620,1529,51.8," 113,750 ",86602,156,10.20274689
7621,27513,39.5," 81,042 ",34371,1860,6.760440519
7624,8643,43.2," 128,807 ",49892,266,3.07763508
7626,8745,43," 117,164 ",55013,321,3.670668954
7627,5007,43.6," 150,139 ",74823,88,1.757539445
7628,17788,43," 96,395 ",41038,647,3.637283562
7630,7621,42.9," 109,613 ",38684,593,7.781131085
7631,28081,39," 77,204 ",47389,3154,11.23179374
7632,5508,47," 132,165 ",62041,204,3.703703704
7640,4790,44," 136,313 ",55916,205,4.279749478
7641,3446,44.9," 168,371 ",63237,35,1.015670342
7642,10454,44," 118,138 ",44980,680,6.504687201
7643,10868,40.4," 62,543 ",32398,1289,11.86050791
7644,24654,36.7," 53,807 ",26867,3716,15.07260485
7645,8285,43.2," 111,436 ",54839,778,9.390464695
7646,16682,41.5," 80,709 ",36867,1239,7.427167006
7647,5389,45.1," 90,647 ",38882,407,7.5524216
7648,5828,49.7," 112,031 ",65405,186,3.191489362
7649,8160,44.1," 145,761 ",61076,56,0.68627451
7650,20481,39.4," 63,194 ",30243,2286,11.16156438
7652,26795,46.9," 101,793 ",44325,594,2.216831498
7656,8854,43.8," 103,700 ",51025,290,3.275355771
7657,11294,40.9," 70,461 ",31035,997,8.827696122
7660,12976,37.3," 64,980 ",32416,1246,9.602342787
7661,11586,42," 111,250 ",45579,467,4.030726739
7662,5634,42.3," 76,354 ",33031,208,3.691870785
7663,13980,41.1," 93,373 ",40450,736,5.264663805
7666,40668,39.8," 101,128 ",43779,2206,5.424412314
7670,14821,43.2," 144,353 ",65729,770,5.195330949
7675,27082,44," 115,177 ",56385,1416,5.228565099
7676,9295,46.7," 113,835 ",50126,181,1.947283486
7677,5844,47.4," 150,862 ",77235,114,1.950718686
7701,23768,41.2," 76,259 ",45044,2265,9.529619657
7702,4000,46.1," 116,071 ",51959,72,1.8
7703,81,24," (666,666,666)",17225,13,16.04938272
7704,6033,41.7," 161,131 ",63854,52,0.861926073
7711,1529,48.7," 135,000 ",75144,24,1.569653368
7712,38490,39.4," 56,355 ",34391,7241,18.81267862
7716,8821,46.5," 88,287 ",49999,471,5.339530665
7717,1846,52.7," 73,516 ",69169,49,2.654387866
7718,7354,41.2," 92,266 ",35545,351,4.772912701
7719,20876,45.3," 84,786 ",44584,1611,7.716995593
7720,4272,39.6," 59,643 ",47353,417,9.761235955
7721,3169,35.6," 69,071 ",28817,207,6.532029031
7722,10079,44," 157,125 ",69176,633,6.280384959
7723,1004,50.1," 81,250 ",54915,79,7.868525896
7724,21611,41.7," 74,135 ",42090,1784,8.255055296
7726,44122,43," 106,355 ",48588,1581,3.583246453
7727,8151,36.5," 75,665 ",38002,1219,14.95522022
7728,55905,41.6," 85,780 ",40530,3791,6.781146588
7730,17353,43.7," 91,500 ",36647,921,5.307439636
7731,38193,37.9," 99,437 ",37303,1530,4.00596968
7732,4920,50.3," 61,487 ",42805,517,10.50813008
7733,16713,47.8," 144,983 ",67671,570,3.410518758
7734,12851,41.2," 52,857 ",29713,2175,16.92475294
7735,18727,39.9," 63,600 ",29710,1732,9.248678379
7737,3725,45.1," 80,847 ",37906,214,5.744966443
7738,6236,44.3," 129,773 ",50220,243,3.896728672
7739,5922,44.3," 137,652 ",71507,171,2.887537994
7740,31034,37," 51,918 ",30599,5209,16.78481665
7746,18766,43.9," 140,511 ",55885,414,2.206117446
7747,31426,41.5," 92,500 ",42483,1853,5.896391523
7748,27075,42.9," 114,136 ",48367,1059,3.911357341
7750,3239,52.4," 106,172 ",63711,216,6.668724915
7751,19720,41.4," 142,321 ",54924,209,1.059837728
7753,37634,44.6," 61,104 ",33306,4754,12.63219429
7755,6032,42.2," 86,768 ",37641,608,10.0795756
7756,3069,56.4," 58,682 ",53331,209,6.810035842
7757,5738,45.2," 106,648 ",46405,390,6.796793308
7758,4586,40.5," 91,799 ",36103,343,7.47928478
7760,8945,45.5," 130,000 ",86327,358,4.002235886
7762,8107,53.1," 72,821 ",48461,446,5.501418527
7764,7947,33.6," 85,640 ",34896,267,3.359758399
7801,26070,36.5," 67,044 ",26652,2240,8.59225163
7803,3634,38.9," 91,429 ",32665,170,4.678040726
7820,42,31.6," (666,666,666)",12688,34,80.95238095
7821,9470,44.4," 107,579 ",45873,287,3.03062302
7822,597,47.9," 69,688 ",35217,41,6.867671692
7823,7729,50.2," 54,508 ",31355,382,4.942424634
7825,9341,46.5," 89,464 ",40746,387,4.143025372
7826,5933,47.3," 80,227 ",38212,375,6.320579808
7827,4137,46," 66,313 ",30912,334,8.0734832
7828,14957,36.8," 77,021 ",38227,1084,7.247442669
7830,6945,46.7," 136,544 ",57475,151,2.174226062
7832,3877,46," 86,705 ",37611,238,6.138767088
7833,116,39.8," (666,666,666)",28861,0,0
7834,17971,44.3," 109,088 ",50955,380,2.114517834
7836,12270,38.9," 105,357 ",51249,387,3.15403423
7838,3546,44.3," 100,556 ",38669,130,3.666102651
7840,29947,40.9," 75,516 ",37234,2144,7.159314789
7842,71,42.9," 96,389 ",66161,0,0
7843,11984,42.3," 76,802 ",37023,836,6.975967957
7846,58,15.9," 202,875 ",43252,0,0
7847,1574,38.1," 105,852 ",38639,206,13.08767471
7848,4762,48.7," 83,555 ",40323,338,7.097858043
7849,9242,44.3," 92,134 ",42357,427,4.620212075
7850,6178,41.3," 88,079 ",36332,447,7.235351246
7851,84,42.7," 69,688 ",29508,0,0
7852,4227,44.1," 96,422 ",42560,92,2.176484504
7853,13171,43.4," 149,100 ",55669,375,2.847164224
7856,4292,53," 85,167 ",55741,93,2.166821994
7857,3276,40.3," 53,424 ",34295,454,13.85836386
7860,25873,44.4," 78,801 ",36577,2213,8.553318131
7863,4061,46.1," 84,960 ",35325,226,5.565131741
7865,1918,48.2," 103,750 ",45852,25,1.303441084
7866,21668,44.5," 98,538 ",44331,553,2.552150637
7869,25746,40.7," 120,924 ",55951,776,3.014060437
7870,8,-666666666," (666,666,666)",,0,0
7871,20493,41.7," 129,830 ",54786,500,2.439857512
7874,8443,43.8," 90,968 ",37318,366,4.334952031
7876,10382,44.6," 118,818 ",47218,304,2.928144866
7878,854,43.5," 103,477 ",40580,9,1.053864169
7880,280,41.8," 129,000 ",48785,0,0
7881,6,86.5," (666,666,666)",24583,0,0
7882,14731,42.5," 84,430 ",37349,663,4.500712783
7885,10262,38.1," 74,509 ",32609,691,6.733580199
7901,23276,40.2," 132,107 ",79296,1149,4.936415192
7920,26949,44," 132,417 ",69479,883,3.276559427
7921,7770,45," 101,036 ",66714,432,5.55984556
7922,12330,45.2," 144,633 ",63517,471,3.819951338
7924,7743,39.6," 135,677 ",71234,131,1.691850704
7926,73,91.7," (666,666,666)",19901,0,0
7927,3723,42.9," 97,321 ",53610,142,3.814128391
7928,19355,41.5," 154,727 ",81354,401,2.071816068
7930,8285,45.3," 136,150 ",67166,305,3.681351841
7931,3628,44.9," 197,457 ",109019,83,2.287761852
7932,10129,46.2," 116,472 ",66446,613,6.051930102
7933,3309,42.6," 111,464 ",59655,240,7.25294651
7934,1588,42.1," 149,688 ",98259,101,6.360201511
7935,289,50.9," 130,446 ",83080,7,2.422145329
7936,11232,47.8," 105,625 ",48492,482,4.291310541
7939,236,55.9," (666,666,666)",8377,130,55.08474576
7940,17311,35.1," 120,304 ",55392,884,5.106579631
7945,9200,46.9," 164,120 ",77953,341,3.706521739
7946,3136,42.6," 143,550 ",60894,23,0.733418367
7950,19329,42.9," 115,137 ",53054,734,3.797402866
7960,44519,41.6," 104,100 ",62376,2912,6.541027426
7961,0,-666666666," (666,666,666)",-666666666,0,
7970,164,53.1," 250,001 ",150471,0,0
7974,12110,40.1," 145,607 ",62018,522,4.310487201
7976,596,59.1," 113,580 ",72052,0,0
7977,597,44.6," 48,289 ",34890,0,0
7979,510,48.6," 175,556 ",94312,0,0
7980,2317,47," 100,688 ",58635,14,0.604229607
7981,9135,45.8," 115,133 ",50049,179,1.959496442
8001,1044,36.1," 68,050 ",29077,36,3.448275862
8002,22238,40.2," 75,895 ",37461,2266,10.18976527
8003,30060,44.7," 115,564 ",54473,890,2.960745176
8004,12366,38.1," 80,606 ",31139,698,5.644509138
8005,23166,45.5," 64,907 ",30856,2357,10.17439351
8006,430,67.3," 70,938 ",49194,6,1.395348837
8007,5178,40.6," 59,828 ",32838,278,5.368868289
8008,6693,62.9," 80,372 ",58458,445,6.648737487
8009,13120,40.5," 83,428 ",36011,758,5.777439024
8010,11452,43.7," 62,541 ",28283,1228,10.72301781
8011,87,45.2," (666,666,666)",46699,0,0
8012,41059,37.3," 70,316 ",30162,3293,8.020166102
8014,731,32.3," 98,405 ",27894,162,22.16142271
8015,20188,38.7," 62,423 ",26261,2656,13.15633049
8016,33486,39.9," 75,885 ",32461,2339,6.98500866
8019,1072,46.1," 87,250 ",37098,59,5.503731343
8020,2634,46.9," 71,393 ",32590,142,5.391040243
8021,44241,36.8," 47,134 ",25462,6170,13.94633937
8022,8957,49.8," 92,379 ",44955,222,2.478508429
8023,438,46.7," 54,500 ",24325,51,11.64383562
8026,2157,46.1," 78,824 ",36357,114,5.28511822
8027,4870,43.8," 64,289 ",30359,484,9.938398357
8028,20610,29.9," 66,875 ",26708,3581,17.37506065
8029,4203,48.1," 54,153 ",29663,468,11.13490364
8030,13311,36," 55,053 ",23685,1684,12.65119074
8031,11503,41.6," 47,569 ",23520,2072,18.01269234
8033,16303,41.8," 108,521 ",59561,535,3.281604613
8034,18832,41.3," 92,109 ",40636,853,4.529524214
8035,7650,43.1," 85,852 ",44299,288,3.764705882
8036,5842,46.7," 94,873 ",46660,221,3.782951044
8037,23861,43.9," 67,382 ",32725,2270,9.51343196
8038,57,60.1," 49,167 ",42768,0,0
8039,110,34.1," 68,684 ",19590,0,0
8041,1099,39.3," 106,667 ",34964,164,14.92265696
8042,118,51.2," 150,875 ",55523,0,0
8043,29329,43.9," 82,563 ",43006,1843,6.283882846
8045,2836,48," 58,523 ",27591,519,18.30042313
8046,31442,40.3," 67,500 ",27089,3009,9.570001908
8048,12419,41.2," 84,049 ",41744,652,5.25002013
8049,5772,37.9," 57,566 ",25706,836,14.48371448
8050,24793,44.1," 72,773 ",35465,1599,6.449401041
8051,10515,42.8," 76,980 ",36945,753,7.161198288
8052,19003,37.9," 58,472 ",30569,1781,9.372204389
8053,45578,42.3," 90,315 ",43130,2170,4.761068937
8054,41849,43.2," 87,958 ",46457,2350,5.615426892
8055,27396,45.1," 112,299 ",51066,543,1.982041174
8056,4596,39.3," 155,612 ",51276,143,3.111401218
8057,20899,44.8," 125,561 ",66370,746,3.569548782
8059,5576,36.7," 66,969 ",31620,585,10.49139168
8060,24330,38.1," 78,420 ",35885,1344,5.52404439
8061,3072,31," 128,173 ",41033,264,8.59375
8062,16035,38.7," 122,428 ",47926,630,3.928905519
8063,3083,37.9," 61,500 ",25101,246,7.979240999
8064,153,78.3," (666,666,666)",8834,0,0
8065,7306,43.2," 66,235 ",33491,874,11.96277033
8066,8450,37.3," 43,714 ",24757,1919,22.71005917
8067,1704,37.4," 75,125 ",36188,143,8.392018779
8068,7061,40.6," 57,766 ",30440,830,11.75470896
8069,12752,37," 46,955 ",22226,2443,19.15777917
8070,12557,43.8," 58,263 ",33701,1439,11.45974357
8071,9635,42.8," 73,712 ",31944,668,6.933056565
8072,278,48.3," 69,271 ",29192,8,2.877697842
8073,366,55.1," 190,938 ",59439,0,0
8074,16,26.5," (666,666,666)",,16,100
8075,29044,38.9," 75,209 ",33355,1958,6.741495662
8077,19260,43," 93,836 ",41253,1116,5.794392523
8078,8365,35.1," 61,833 ",26377,888,10.61566049
8079,10372,40.2," 44,063 ",25964,2518,24.27689934
8080,36675,43.2," 93,835 ",40428,1138,3.102931152
8081,48709,37.4," 82,647 ",33011,4438,9.111252541
8083,9621,42.4," 67,809 ",33400,751,7.805841389
8084,7007,42," 68,870 ",29389,678,9.676038247
8085,20116,37.4," 110,864 ",43355,990,4.921455558
8086,7989,42.9," 76,917 ",37390,371,4.643885342
8087,24535,45.6," 61,368 ",31297,1985,8.090482983
8088,24158,48.7," 73,323 ",36580,1346,5.571653283
8089,4458,45.8," 62,288 ",27933,422,9.466128309
8090,8445,41.6," 76,975 ",31680,508,6.015393724
8091,5411,40.5," 52,393 ",26293,791,14.61836999
8092,3469,45.3," 75,865 ",35340,203,5.851830499
8093,9478,36.8," 52,844 ",28037,1625,17.14496729
8094,40426,40.6," 73,086 ",31780,3038,7.514965616
8095,220,38.5," 45,670 ",29743,36,16.36363636
8096,35599,40.6," 66,250 ",32907,3620,10.16882497
8097,3155,42.4," 84,583 ",34699,80,2.535657686
8098,9514,42.3," 83,698 ",35124,981,10.31112045
8102,7601,26.4," 20,165 ",11973,3667,48.24365215
8103,14443,31.4," 25,217 ",14925,5514,38.17766392
8104,23827,27.1," 23,993 ",13774,8894,37.32740169
8105,28559,29.2," 31,801 ",14435,9607,33.63913302
8106,9764,44," 69,896 ",35054,512,5.24375256
8107,12887,36.5," 57,314 ",31477,1424,11.04989524
8108,18333,41.7," 80,016 ",40450,887,4.838269787
8109,22827,41.5," 67,809 ",31221,1637,7.171332194
8110,18278,39.2," 57,478 ",22746,3116,17.04781705
8201,9951,44.4," 59,521 ",29505,661,6.642548488
8202,1499,64.5," 81,696 ",70910,75,5.003335557
8203,9239,53.5," 62,303 ",39632,991,10.72626908
8204,18718,46.2," 63,483 ",32887,1482,7.917512555
8205,28705,39.4," 60,336 ",28234,2852,9.935551298
8210,17134,46," 65,899 ",33600,1057,6.169020661
8212,214,73.3," 48,438 ",39121,44,20.56074766
8215,13466,40.6," 63,873 ",31925,1464,10.87182534
8217,24,54.8," (666,666,666)",8479,14,58.33333333
8221,7009,46.8," 84,021 ",40546,122,1.740619204
8223,4088,48.2," 76,176 ",37440,22,0.53816047
8224,537,46.1," 60,486 ",26087,92,17.13221601
8225,8578,42," 71,810 ",35817,859,10.01398927
8226,11430,53," 61,786 ",44342,1133,9.912510936
8230,5581,41.7," 83,029 ",35239,569,10.1953055
8232,19667,35.7," 41,802 ",17827,4711,23.95383129
8234,42728,40," 73,013 ",29930,4788,11.20576671
8240,2301,20.3," (666,666,666)",3287,0,0
8241,984,50.6," 89,904 ",44927,36,3.658536585
8242,2869,44," 51,269 ",28271,588,20.49494597
8243,1905,63.3," 70,333 ",51660,107,5.6167979
8244,10858,40.8," 52,047 ",28389,1364,12.56216614
8246,119,78.9," (666,666,666)",26025,0,0
8247,941,62.5," 96,071 ",71197,51,5.419766206
8248,181,62.1," 212,188 ",70662,8,4.419889503
8251,9524,45.2," 47,050 ",26753,1525,16.01217976
8260,13129,52.8," 43,493 ",30629,1925,14.66219819
8270,8712,40.8," 62,284 ",26768,1190,13.65932048
8302,45964,33.4," 49,189 ",20245,8745,19.02575929
8310,1478,51.4," 43,333 ",26255,121,8.186738836
8311,2161,41.4," 61,432 ",23426,490,22.67468764
8312,8160,39.6," 63,550 ",31820,716,8.774509804
8314,2511,37.6," 73,008 ",13873,0,0
8316,327,28.7," (666,666,666)",24503,0,0
8317,1376,42.8," 85,313 ",30878,67,4.869186047
8318,12069,45.4," 76,176 ",33960,712,5.899411716
8319,1208,45.5," 86,875 ",32714,47,3.890728477
8320,1275,36," (666,666,666)",7461,0,0
8321,107,67.5," 19,559 ",22405,18,16.82242991
8322,10680,40.9," 79,425 ",31321,739,6.919475655
8323,712,44.8," 62,083 ",29647,39,5.47752809
8324,365,50.4," 72,206 ",36307,7,1.917808219
8326,1452,36.8," 60,156 ",35753,97,6.680440771
8327,3638,37.8," 80,417 ",10046,0,0
8328,1291,43.1," 51,402 ",24483,237,18.35786212
8329,100,52.3," 91,250 ",40461,11,11
8330,28584,41.5," 62,207 ",30036,3021,10.56884971
8332,36771,38," 49,206 ",24447,6696,18.21000245
8340,875,34.6," (666,666,666)",29222,185,21.14285714
8341,2305,44.3," 31,851 ",20856,369,16.00867679
8343,5293,43.4," 85,167 ",33674,369,6.971471755
8344,5297,42.9," 67,372 ",31131,573,10.81744384
8345,568,51.4," 53,750 ",25265,82,14.43661972
8346,643,26.1," (666,666,666)",21500,72,11.19751166
8348,278,58.3," 56,333 ",25758,0,0
8349,2082,41.6," 47,734 ",23006,272,13.06436119
8350,1142,23.7," 56,702 ",24896,306,26.79509632
8352,599,33.4," 68,553 ",19562,97,16.19365609
8353,349,45.2," 65,938 ",29619,21,6.017191977
