Zipcode,Population,Median Age, Household Income ,Per Capita Income,Poverty Count,Poverty Rate
46259,11364,37," 94,242 ",32722,246,2.164730729
46260,32692,34.6," 44,724 ",31484,6167,18.86394225
46268,25036,35.1," 45,991 ",27250,3690,14.73877616
46278,7985,40.9," 104,837 ",57922,711,8.904195366
46280,7511,37.8," 61,782 ",33163,555,7.389162562
46290,231,65," 152,404 ",71667,14,6.060606061
46301,643,63.6," 71,125 ",66205,33,5.132192846
46303,14375,36.1," 64,835 ",27528,1498,10.42086957
46304,24270,40.2," 74,682 ",35049,1774,7.309435517
46307,61385,40.2," 73,704 ",32776,3639,5.928158345
46310,14217,39.2," 53,523 ",22972,792,5.570795526
46311,21708,42.9," 77,292 ",36193,991,4.565137277
46312,28961,31.3," 27,264 ",14363,10179,35.14726701
46319,17924,36.3," 55,935 ",25133,1961,10.94063825
46320,14822,30.5," 30,836 ",14779,5069,34.19916341
46321,23103,44.1," 70,894 ",38454,1879,8.133142882
46322,23107,42.3," 62,240 ",30381,1749,7.569134894
46323,22256,34," 47,167 ",20877,3656,16.42703091
46324,22307,34.8," 44,569 ",21004,4908,22.00206213
46327,11842,32.9," 36,244 ",15137,3238,27.34335416
46340,859,43.4," 56,652 ",28082,147,17.112922
46341,10215,39.4," 61,900 ",25951,1159,11.34605972
46342,30473,39.5," 58,489 ",26789,3240,10.63236308
46345,225,38.5," 62,500 ",25527,5,2.222222222
46346,1304,32.3," 34,286 ",14793,327,25.07668712
46347,4885,42.2," 70,409 ",29760,211,4.319344933
46348,1003,44.6," 55,588 ",32239,63,6.28115653
46349,3005,46.1," 54,188 ",25992,378,12.57903494
46350,42558,41.5," 48,740 ",26529,5902,13.8681329
46356,17873,39.2," 69,607 ",28057,1337,7.480557265
46360,43509,40.3," 42,219 ",22801,9317,21.41396033
46365,713,56.1," 39,423 ",26450,0,0
46366,5431,42.7," 40,746 ",21581,977,17.98932057
46368,39062,39.5," 54,926 ",25979,5640,14.43858481
46371,4003,34," 74,828 ",24365,646,16.13789658
46373,14849,44.6," 98,955 ",42012,398,2.680315173
46374,1033,42.8," 61,131 ",26397,31,3.000968054
46375,23127,44.1," 73,814 ",38020,823,3.558611147
46376,280,47.3," 36,250 ",21467,19,6.785714286
46377,326,34.2," (666,666,666)",22172,0,0
46379,137,55.7," 76,250 ",42825,0,0
46381,81,58.8," 37,125 ",26601,0,0
46382,1858,46.4," 71,628 ",30518,81,4.359526372
46383,40866,36.1," 58,176 ",29297,5159,12.62418637
46385,39743,39.5," 72,494 ",32941,3375,8.492061495
46390,2925,41.1," 74,727 ",30423,207,7.076923077
46391,10252,35.7," 64,767 ",17697,613,5.979321108
46392,8022,39.2," 56,267 ",25021,771,9.611069559
46393,248,46.4," 65,063 ",21423,9,3.629032258
46394,11992,37," 49,519 ",23611,2043,17.03635757
46402,6284,37.2," 16,126 ",13542,3022,48.09038829
46403,13869,37.7," 39,731 ",24022,4109,29.62722619
46404,17332,38.5," 29,466 ",17312,5406,31.19086084
46405,11658,35.1," 42,273 ",17118,2816,24.15508664
46406,9402,36," 29,815 ",15909,3275,34.83301425
46407,11728,37.1," 18,894 ",11981,5381,45.88165075
46408,15640,38.3," 33,827 ",17522,5378,34.38618926
46409,8094,37," 28,625 ",13353,2736,33.8028169
46410,38721,38.3," 51,136 ",24987,6109,15.77696857
46501,3653,38.5," 50,740 ",21234,357,9.772789488
46502,283,22.8," 96,406 ",26727,0,0
46504,3601,42.5," 49,331 ",23659,304,8.442099417
46506,9587,36.4," 53,488 ",22506,848,8.845311359
46507,9409,42," 54,900 ",29416,1161,12.33924965
46508,143,45.5," 40,714 ",16059,46,32.16783217
46510,3786,41.8," 54,000 ",23334,407,10.75013207
46511,4228,41.5," 46,354 ",26853,459,10.85619678
46514,40956,39.4," 48,348 ",23678,5599,13.67076863
46516,33885,33.4," 39,535 ",18260,8000,23.60926664
46517,24162,35.1," 46,006 ",20227,4597,19.0257429
46524,2213,35," 61,302 ",23850,256,11.56800723
46526,32827,34.4," 50,502 ",21992,4272,13.01367777
46528,26053,34.2," 53,502 ",23304,3172,12.17518136
46530,30783,41.1," 91,157 ",41639,1666,5.412078095
46531,1431,39.3," 47,500 ",20693,194,13.55695318
46532,1905,47.3," 57,083 ",25212,180,9.448818898
46534,11731,40.4," 41,863 ",20889,1903,16.22197596
46536,3471,46.3," 50,641 ",24566,480,13.82886776
46537,606,40.3," 56,500 ",20047,23,3.795379538
46538,3753,45.1," 55,515 ",27603,307,8.180122569
46539,1971,41.9," 45,481 ",24287,187,9.487569762
46540,11484,29.4," 62,634 ",23703,853,7.427725531
46542,3919,37.5," 51,181 ",21101,526,13.42179127
46543,3721,23.6," 67,143 ",23592,230,6.181134104
46544,31576,37.7," 45,165 ",23300,4325,13.69711173
46545,24226,37.8," 38,388 ",23511,4095,16.903327
46550,13028,31.2," 55,659 ",23310,875,6.716303347
46552,6904,43.2," 55,685 ",29774,699,10.12456547
46553,3215,37.9," 53,210 ",23485,120,3.732503888
46554,5071,38.8," 47,446 ",23078,858,16.9197397
46555,2991,46," 50,595 ",25512,308,10.29755934
46556,7468,20.7," 19,306 ",5684,543,7.271023032
46561,13166,38.5," 70,916 ",25471,1130,8.582713049
46562,5309,39.9," 51,262 ",21938,748,14.08928235
46563,23924,40.7," 48,000 ",23279,3316,13.86055844
46565,8405,25.5," 57,719 ",19422,1138,13.53955979
46567,8854,44.8," 54,019 ",31725,831,9.385588435
46570,1115,37.2," 56,339 ",24941,101,9.058295964
46571,5297,23.6," 53,341 ",19074,609,11.49707382
46573,3687,42.9," 56,768 ",26601,184,4.990507187
46574,9004,43.2," 50,606 ",23580,883,9.806752554
46580,21606,38.2," 51,170 ",28900,1952,9.034527446
46582,12892,35.4," 62,306 ",27933,1244,9.649394974
46590,5129,30.6," 57,978 ",28034,534,10.41138624
46595,122,26.3," 36,319 ",19097,37,30.32786885
46601,6418,34.4," 15,508 ",11538,2816,43.87659707
46613,10872,29.5," 31,279 ",14503,3571,32.84584253
46614,30581,40.3," 47,835 ",27100,4250,13.89751807
46615,13720,35.3," 38,588 ",20993,2776,20.23323615
46616,5661,32.4," 35,836 ",19531,1731,30.57763646
46617,9169,32.8," 50,904 ",31727,1557,16.98113208
46619,22350,34.6," 36,901 ",16121,5446,24.36689038
46628,25263,36.5," 41,043 ",23654,6209,24.57744528
46635,6499,44.7," 51,151 ",25360,964,14.83305124
46637,15247,38," 51,927 ",27714,1456,9.549419558
46701,8000,42.8," 53,022 ",25680,656,8.2
46702,2207,48," 55,256 ",25089,326,14.7711826
46703,17624,40.1," 47,095 ",23934,1984,11.25737631
46704,28,25.4," (666,666,666)",,5,17.85714286
46705,1574,36.2," 48,529 ",20724,246,15.62897078
46706,18535,41.2," 51,087 ",29744,1926,10.39115187
46710,3916,39.9," 53,750 ",24009,235,6.00102145
46711,7252,33.1," 43,934 ",20367,1364,18.80860452
46714,14498,38.7," 44,695 ",23737,2249,15.51248448
46721,4893,41," 51,885 ",23639,396,8.093194359
46723,7518,42.9," 60,526 ",30212,464,6.171854217
46725,22888,42.2," 53,340 ",26774,2094,9.148898986
46730,1106,42.8," 50,865 ",25959,148,13.38155515
46731,546,44.5," 50,677 ",26786,141,25.82417582
46732,3518,29.4," 50,379 ",18656,610,17.33939738
46733,18776,38.6," 48,883 ",24220,2448,13.03792075
46737,7430,46," 56,497 ",31192,573,7.711978466
46738,8387,37.2," 42,359 ",21421,1424,16.97865745
46740,4646,27," 41,060 ",15746,1276,27.46448558
46741,4579,34.9," 50,231 ",20059,640,13.97685084
46742,3369,46.3," 54,181 ",26058,324,9.617097061
46743,2177,32.4," 60,286 ",21706,200,9.186954525
46745,1774,46.9," 49,688 ",30693,149,8.399098083
46746,4263,36.1," 52,688 ",23661,703,16.49073422
46747,2981,43," 47,617 ",23358,294,9.862462261
46748,5471,37," 74,050 ",33726,386,7.055382928
46750,26965,39.6," 45,886 ",22831,3138,11.63730762
46755,15381,38.8," 44,268 ",22398,2367,15.38911644
46759,421,48.8," 58,625 ",21953,127,30.16627078
46760,1344,39.3," 53,125 ",22244,172,12.79761905
46761,12435,31.9," 50,628 ",20971,1455,11.70084439
46763,2237,34," 57,009 ",29209,289,12.91908806
46764,1360,45.3," 67,132 ",26013,71,5.220588235
46765,5408,36.2," 80,994 ",29168,80,1.479289941
46766,844,43.8," 44,375 ",24332,28,3.317535545
46767,8500,30.9," 49,493 ",21504,833,9.8
46770,2896,40.6," 59,049 ",27176,283,9.772099448
46771,0,-666666666," (666,666,666)",-666666666,0,
46772,3413,19.6," 53,952 ",14224,896,26.25256373
46773,3346,41.2," 55,244 ",24972,226,6.754333533
46774,16809,36.5," 50,859 ",22071,2059,12.24939021
46776,1417,51.9," 51,061 ",25504,144,10.16231475
46777,6479,38.8," 62,061 ",23625,587,9.06004013
46779,2229,33.8," 50,833 ",22089,192,8.613728129
46781,874,46.2," 53,750 ",23021,40,4.576659039
46783,6364,39.4," 76,332 ",34882,443,6.961030798
46784,2185,47," 51,528 ",28681,264,12.08237986
46785,1648,33.2," 63,182 ",22857,184,11.16504854
46786,157,14.5," (666,666,666)",,157,100
46787,3698,38," 57,535 ",25755,349,9.437533802
46788,3541,34.4," 58,611 ",24949,353,9.968935329
46791,1052,37.8," 63,958 ",27018,57,5.418250951
46792,3613,41.2," 47,295 ",24615,285,7.888181567
46793,4412,35.1," 53,663 ",20382,610,13.82592928
46794,1590,44.4," 49,914 ",23013,103,6.477987421
46795,6519,46.1," 59,472 ",26546,603,9.249884952
46797,3868,36," 66,845 ",27136,194,5.015511892
46798,1524,48," 61,875 ",32649,84,5.511811024
46799,228,35.2," 36,932 ",17728,13,5.701754386
46802,11073,30.4," 30,512 ",17740,3826,34.55251513
46803,9766,29.3," 21,344 ",11137,4622,47.32746263
46804,28865,40.8," 63,397 ",35576,1992,6.901091287
46805,21017,34.5," 37,353 ",21239,4070,19.36527573
46806,25100,28.5," 27,203 ",12839,9433,37.58167331
46807,16895,31.3," 45,657 ",20194,3337,19.75140574
46808,19220,34.6," 40,089 ",20864,3235,16.8314256
46809,8583,40," 35,331 ",21669,1570,18.2919725
46814,12272,38.8," 111,523 ",56842,550,4.481747066
46815,28068,37," 55,356 ",25557,2247,8.005557931
46816,18447,36," 32,485 ",19501,4547,24.64899442
46818,20767,36.6," 56,036 ",25797,2165,10.42519382
46819,9550,38," 46,788 ",23043,1312,13.7382199
46825,28890,35.7," 51,864 ",27117,3248,11.24264451
46835,34463,36," 57,962 ",28489,3469,10.06586774
46845,21802,40.1," 85,610 ",39527,685,3.141913586
46901,39867,40.8," 41,001 ",23071,7648,19.18378609
46902,35993,41.3," 47,224 ",26450,5675,15.76695469
46910,3354,34.3," 45,833 ",21609,392,11.68753727
46911,1224,38.1," 59,688 ",24896,54,4.411764706
46913,1232,46.7," 54,783 ",29277,72,5.844155844
46914,1748,45.4," 48,125 ",21840,175,10.01144165
46915,614,43," 60,735 ",27722,20,3.25732899
46917,1926,37.5," 50,263 ",21033,302,15.68016615
46919,2427,39.8," 41,927 ",22997,438,18.04697157
46920,1076,38.5," 75,380 ",25011,71,6.598513011
46922,25,30.4," (666,666,666)",,0,0
46923,8059,42.6," 50,417 ",25140,834,10.3486785
46926,1540,39.9," 57,926 ",25387,141,9.155844156
46928,4552,43.6," 51,893 ",24646,548,12.03866432
46929,3044,40.1," 54,375 ",21969,443,14.55321945
46930,95,40.9," 32,500 ",16760,6,6.315789474
46931,213,27.5," 40,417 ",13923,68,31.92488263
46932,3204,47.2," 49,096 ",30994,271,8.458177278
46933,6288,41.2," 41,553 ",21409,1127,17.92302799
46936,5800,46," 61,900 ",27640,495,8.534482759
46938,3135,44.6," 44,771 ",20189,495,15.78947368
46939,1939,41," 41,893 ",23329,212,10.93347086
46940,2654,43.1," 59,375 ",26277,135,5.086661643
46941,1054,40.4," 45,156 ",21239,261,24.76280835
46943,241,23.9," 33,611 ",12626,73,30.29045643
46946,116,38.3," 21,667 ",7626,88,75.86206897
46947,28327,39.4," 41,146 ",21129,4699,16.58841388
46950,699,47.6," 49,221 ",21581,0,0
46951,1910,41.2," 50,726 ",25028,248,12.98429319
46952,19224,45," 40,039 ",23129,3164,16.45859342
46953,24424,35.4," 32,688 ",16513,5506,22.54339993
46957,606,37," 29,615 ",14716,143,23.59735974
46958,460,53.2," 43,375 ",25019,0,0
46959,587,34.1," 39,907 ",12295,123,20.95400341
46960,948,45.6," 48,780 ",35468,65,6.856540084
46961,137,35.7," 31,806 ",26268,8,5.839416058
46962,10100,37.7," 47,298 ",20737,1226,12.13861386
46967,139,43.8," 29,844 ",16364,20,14.38848921
46968,76,64.2," 14,554 ",19282,16,21.05263158
46970,23537,38.8," 40,389 ",21473,4159,17.67005141
46974,1489,38.8," 56,250 ",23356,136,9.133646743
46975,14607,42.8," 46,896 ",23905,2140,14.65051003
46978,2107,42," 53,750 ",23750,221,10.4888467
46979,4876,43.1," 71,509 ",32237,200,4.101722724
46982,2447,39.5," 49,055 ",21706,365,14.91622395
46984,192,64.3," 75,221 ",34108,16,8.333333333
46985,1349,35.8," 45,152 ",29524,181,13.41734618
46986,1634,44.9," 46,667 ",23794,216,13.21909425
46987,752,42.9," 56,333 ",25282,122,16.22340426
46988,958,41," 47,096 ",39978,224,23.38204593
46989,4939,23," 54,608 ",20006,455,9.212391172
46990,874,40," 66,563 ",20571,16,1.830663616
46991,1707,44.2," 54,297 ",25321,214,12.53661394
46992,16101,44.7," 46,282 ",25621,2001,12.42779952
46994,2923,39.8," 53,316 ",22227,176,6.021211085
46996,6647,44.3," 43,566 ",23167,1038,15.6160674
46998,230,51.1," 59,545 ",23418,10,4.347826087
47001,10567,43.8," 54,789 ",26163,1707,16.15406454
47003,1041,38.8," 31,829 ",17828,146,14.02497598
47006,11403,43.3," 57,167 ",29725,675,5.91949487
47010,311,31.9," (666,666,666)",22620,70,22.50803859
47011,707,34.9," 56,385 ",26670,152,21.49929279
47012,9896,42.4," 48,851 ",24195,900,9.09458367
47016,1136,42.1," 69,226 ",25832,173,15.22887324
47017,327,49.8," 63,958 ",40704,23,7.033639144
47018,4495,44," 62,559 ",25629,354,7.87541713
47020,1225,40.2," 46,172 ",18854,412,33.63265306
47022,3420,37.1," 70,978 ",28350,293,8.567251462
47023,1461,37.6," 52,000 ",21922,150,10.26694045
47024,3486,35.8," 43,750 ",17087,721,20.68273092
47025,22390,41.4," 61,282 ",30575,1659,7.409557838
47030,1707,36.1," 44,028 ",22695,67,3.925014646
47031,5234,46.2," 51,544 ",24159,338,6.457776079
47032,3167,39.2," 56,017 ",24850,314,9.914745816
47034,104,50.4," 48,750 ",24493,3,2.884615385
47035,264,50.2," (666,666,666)",21429,99,37.5
47036,975,48.4," 71,824 ",28992,123,12.61538462
47037,4838,35.7," 45,332 ",19199,845,17.465895
47038,1604,37.9," 41,250 ",16821,419,26.12219451
47040,5196,43.5," 49,073 ",23415,387,7.448036952
47041,6158,40.9," 58,290 ",24836,580,9.418642416
47042,4143,42.2," 49,295 ",22759,533,12.86507362
47043,5603,42.9," 42,271 ",22111,1076,19.20399786
47060,6252,44.3," 64,063 ",28297,387,6.190019194
47102,7241,41.5," 38,125 ",22575,1487,20.53583759
47104,34,59.9," (666,666,666)",56468,0,0
47106,4587,45," 64,815 ",27463,303,6.605624591
47108,2202,40.1," 36,806 ",18920,508,23.06993642
47110,670,30.5," 65,341 ",14929,32,4.776119403
47111,15354,37.3," 56,715 ",24650,1373,8.942295167
47112,16736,42.2," 54,725 ",26759,2306,13.77868069
47114,408,17.5," 38,750 ",17356,37,9.068627451
47115,2587,51.9," 36,063 ",23697,408,15.77116351
47116,646,49.2," 59,063 ",25072,34,5.263157895
47117,4359,39.2," 60,882 ",23693,379,8.694654737
47118,3344,41.7," 38,250 ",18646,697,20.84330144
47119,11275,43.2," 86,875 ",43219,271,2.403547672
47120,1051,26," 60,357 ",16536,308,29.30542341
47122,10352,39.4," 72,907 ",30588,411,3.970247295
47123,80,63," 27,083 ",20283,20,25
47124,4173,39.2," 75,500 ",32439,51,1.222142344
47125,1710,41.2," 48,571 ",21675,117,6.842105263
47126,4301,41.1," 62,974 ",27726,319,7.416879795
47129,19667,41.4," 40,962 ",21690,2125,10.80490161
47130,45628,38.5," 50,288 ",26081,5203,11.40308582
47135,1151,54.6," 56,152 ",30048,142,12.33709818
47136,4551,39.1," 63,871 ",28337,151,3.317952098
47137,1442,44.7," 43,594 ",20252,301,20.87378641
47138,4909,42," 54,257 ",22741,130,2.648197189
47140,2388,43.9," 39,444 ",18660,604,25.29313233
47141,1860,33.2," 46,818 ",19368,204,10.96774194
47142,1002,44.2," 46,452 ",20495,23,2.295409182
47143,3090,36," 68,750 ",29240,329,10.64724919
47145,2038,35.4," 48,929 ",22603,248,12.16879293
47147,1067,35.7," 39,485 ",22148,154,14.43298969
47150,48350,39.8," 46,351 ",25362,8340,17.24922441
47160,31,54.4," 73,750 ",27706,0,0
47161,3479,43.4," 54,821 ",25611,584,16.78643288
47162,668,53.3," (666,666,666)",21002,117,17.51497006
47163,2222,42.3," 58,750 ",26131,146,6.570657066
47164,3716,43.5," 42,738 ",21702,862,23.19698601
47165,6279,44.3," 48,782 ",24049,449,7.150820194
47166,1534,39," 51,615 ",24878,261,17.01434159
47167,14861,39.6," 43,107 ",21553,2526,16.99751026
47170,14460,42.2," 47,133 ",22717,1933,13.36791148
47172,17134,36.8," 75,503 ",30389,971,5.667094666
47175,921,48.6," 31,866 ",21115,109,11.834962
47177,1075,49.3," 70,313 ",33114,155,14.41860465
47201,43691,36.2," 53,616 ",28299,5957,13.63438694
47203,27063,40.6," 59,524 ",31151,2716,10.03584229
47220,5670,40," 51,861 ",20253,891,15.71428571
47223,1331,47.5," 46,401 ",26631,185,13.89932382
47224,500,45.5," 42,750 ",18649,49,9.8
47226,198,37.4," 47,500 ",29741,24,12.12121212
47227,2112,33.3," 54,048 ",22754,134,6.34469697
47229,3048,40.9," 48,790 ",23826,388,12.72965879
47230,1425,46," 48,900 ",21847,87,6.105263158
47231,925,44.9," 41,087 ",21768,257,27.78378378
47232,2963,39.9," 57,500 ",21874,351,11.84610192
47234,1683,39.1," 61,389 ",27180,0,0
47235,1514,50.6," 52,443 ",20975,169,11.16248349
47240,21330,38.4," 52,019 ",24883,2547,11.94092827
47243,6090,32.2," 49,659 ",19238,628,10.31198686
47244,786,33.6," 55,750 ",19667,227,28.88040712
47246,4487,41.1," 57,532 ",24389,417,9.293514598
47247,168,45.3," 52,500 ",24633,37,22.02380952
47250,22436,41.8," 46,389 ",24108,3127,13.937422
47260,1750,36.1," 39,464 ",20226,388,22.17142857
47263,218,36.8," 42,250 ",17239,18,8.256880734
47264,1526,48," 53,571 ",21458,194,12.7129751
47265,20975,39.1," 46,107 ",22206,3614,17.23003576
47270,463,39.6," 56,510 ",24701,53,11.44708423
47272,2439,40.9," 46,518 ",22250,430,17.6301763
47273,1551,41.1," 45,750 ",21519,125,8.05931657
47274,30481,37.5," 49,514 ",24049,4153,13.62488107
47280,1058,35.2," 65,833 ",19698,63,5.95463138
47281,1328,41.7," 63,472 ",28730,47,3.539156627
47282,374,40.5," 47,604 ",26137,51,13.63636364
47283,3014,42.8," 43,750 ",21178,380,12.60783013
47302,26779,41.8," 31,588 ",18267,7008,26.16975989
47303,26086,28.3," 31,521 ",18004,8042,30.82879706
47304,31038,35.5," 49,154 ",27356,4902,15.7935434
47305,3764,35.6," 22,122 ",15041,1667,44.2879915
47306,5256,19.5," (666,666,666)",4902,8,0.152207002
47320,3888,50.2," 51,789 ",27273,377,9.696502058
47324,139,50.8," 30,500 ",19996,33,23.74100719
47325,444,50.8," 36,071 ",19643,118,26.57657658
47326,2328,25.6," 58,281 ",16596,448,19.24398625
47327,4478,44.4," 40,625 ",20986,640,14.29209469
47330,5651,41.9," 48,988 ",25348,896,15.85560078
47331,22797,42.2," 40,327 ",21574,4349,19.07707154
47334,3221,43.8," 57,037 ",26204,311,9.655386526
47335,694,50," 31,477 ",18177,171,24.63976945
47336,3497,41.2," 37,216 ",19721,686,19.61681441
47337,216,29," 49,000 ",18498,41,18.98148148
47338,2655,40.9," 48,708 ",22530,438,16.49717514
47339,627,37," 54,821 ",24760,70,11.16427432
47340,2762,43.9," 46,382 ",24454,316,11.44098479
47341,2283,35.5," 47,216 ",23573,313,13.71003066
47342,2723,40.1," 51,122 ",25663,177,6.500183621
47344,106,31.5," 28,333 ",12736,28,26.41509434
47345,1364,36.7," 47,045 ",20420,170,12.46334311
47346,4052,41.9," 50,545 ",25378,388,9.575518263
47348,9565,42.9," 39,984 ",22420,1111,11.61526398
47351,440,28.6," 45,417 ",15106,87,19.77272727
47352,1037,42.4," 43,875 ",20055,245,23.62584378
47353,5718,41.9," 47,183 ",22792,507,8.866736621
47354,1063,47.6," 39,348 ",33038,153,14.39322672
47355,2761,45.6," 43,250 ",20530,477,17.27634915
47356,5703,43.9," 51,110 ",24741,759,13.30878485
47357,1116,46.4," 51,985 ",24724,140,12.54480287
47358,953,38.6," 43,344 ",32858,129,13.53620147
47359,2875,45.5," 38,482 ",22308,299,10.4
47360,1356,43.6," 45,938 ",27713,196,14.45427729
47361,183,46.6," 53,333 ",22940,6,3.278688525
47362,30144,43," 41,056 ",21014,4898,16.24867304
47367,24,-666666666," (666,666,666)",,0,0
47368,3358,44.7," 53,077 ",23092,498,14.8302561
47369,1387,43.1," 43,849 ",18665,151,10.88680606
47371,12394,40.7," 43,893 ",21266,1714,13.82927223
47373,2326,42.3," 38,542 ",20505,436,18.74462597
47374,46200,40.6," 36,122 ",21500,9964,21.56709957
47380,1772,40," 45,959 ",26637,152,8.577878104
47381,182,22," 29,583 ",12693,45,24.72527473
47382,201,42.3," 31,875 ",17792,24,11.94029851
47383,2874,43.1," 53,465 ",24580,374,13.01322199
47384,1894,38.9," 52,813 ",23845,147,7.761351637
47385,1693,41.8," 56,667 ",22319,137,8.092144123
47386,1330,45.2," 63,750 ",25001,133,10
47387,709,33.5," 37,386 ",18949,129,18.19464034
47388,347,36.1," 44,375 ",18757,64,18.44380403
47390,5071,38.5," 35,777 ",17686,1121,22.10609347
47393,1516,44.7," 57,083 ",22560,149,9.828496042
47394,8126,41.3," 42,329 ",24278,1493,18.37312331
47396,7278,39.9," 53,003 ",27972,629,8.642484199
47401,42468,30.8," 51,779 ",34614,9007,21.20891024
47403,33127,33.6," 46,726 ",25080,5623,16.97406949
47404,22763,29.5," 36,125 ",21365,6922,30.40899706
47405,3876,19.5," (666,666,666)",4223,0,0
47406,3571,19.3," (666,666,666)",2756,0,0
47408,26132,23.4," 27,131 ",20261,9391,35.93678249
47420,364,28.1," 65,417 ",14490,127,34.89010989
47421,27514,42.8," 43,325 ",23485,3623,13.16784183
47424,8941,46.2," 49,807 ",25146,1221,13.65619058
47427,1080,36.3," 42,079 ",18650,230,21.2962963
47429,8616,39.2," 52,153 ",26713,920,10.67780873
47431,1331,50.8," 44,878 ",20132,305,22.91510143
47432,4491,47.3," 35,750 ",20868,840,18.70407482
47433,4328,42.2," 55,799 ",27636,379,8.756931608
47434,0,-666666666," (666,666,666)",-666666666,0,
47436,1328,47.3," 47,267 ",25358,94,7.078313253
47437,56,44.9," (666,666,666)",,0,0
47438,4684,40.5," 43,729 ",21944,731,15.60631939
47441,9392,42.3," 43,080 ",24516,1505,16.02427598
47443,1346,41.4," 45,833 ",21955,217,16.1218425
47446,10470,42.3," 48,415 ",22971,1226,11.70964661
47448,7287,52.3," 53,615 ",29813,934,12.81734596
47449,380,43," 52,500 ",27899,30,7.894736842
47451,1111,44.1," 41,103 ",24021,288,25.92259226
47452,5076,41.2," 49,980 ",22884,665,13.10086682
47453,552,39.5," 55,250 ",22061,37,6.702898551
47454,7656,39.3," 39,826 ",20507,1386,18.10344828
47455,0,-666666666," (666,666,666)",-666666666,0,
47456,1364,44.4," 54,803 ",24326,194,14.2228739
47457,107,29.7," (666,666,666)",26536,0,0
47458,0,-666666666," (666,666,666)",-666666666,0,
47459,4034,36.9," 42,346 ",19366,529,13.11353495
47460,10843,45.1," 49,353 ",23478,1400,12.91155584
47462,4668,33.8," 62,303 ",25840,378,8.097686375
47464,232,47.3," 24,063 ",17141,54,23.27586207
47465,651,33.9," 51,607 ",19294,96,14.74654378
47467,152,23," (666,666,666)",8884,27,17.76315789
47468,1143,58," 69,758 ",40376,87,7.611548556
47469,1672,42.8," 35,000 ",20705,210,12.55980861
47470,1854,47.6," 42,832 ",24397,397,21.41316073
47471,2503,40.5," 53,542 ",23717,405,16.1805833
47501,17819,38.2," 45,255 ",22366,2852,16.00538751
47512,4197,39.8," 44,613 ",20557,846,20.15725518
47513,2344,45.5," 53,169 ",23592,365,15.57167235
47514,1832,34.5," 46,000 ",4100,11,0.600436681
47515,903,46.1," 51,346 ",23040,122,13.51052049
47516,1141,48.4," 59,196 ",31036,53,4.645048203
47519,585,41.1," 82,098 ",32069,16,2.735042735
47520,3032,41.8," 37,950 ",20212,622,20.51451187
47521,641,25.8," 61,111 ",27063,0,0
47522,339,35.8," 53,226 ",21677,34,10.02949853
47523,3367,44.9," 50,477 ",23296,195,5.791505792
47524,380,42.3," 57,396 ",27544,38,10
47525,343,51.4," 38,750 ",28429,9,2.623906706
47527,1847,40.7," 51,083 ",23472,70,3.789929616
47528,424,48.5," 43,482 ",21403,52,12.26415094
47529,1152,37.5," 37,008 ",18885,174,15.10416667
47531,910,41.1," 46,250 ",21592,71,7.802197802
47532,4603,41.9," 63,723 ",26073,246,5.344340647
47535,769,34.1," 70,603 ",23058,12,1.56046814
47536,0,-666666666," (666,666,666)",-666666666,0,
47537,876,42.8," 62,813 ",26491,60,6.849315068
47541,1373,41.4," 60,357 ",24820,185,13.47414421
47542,9895,38.4," 51,959 ",24107,1343,13.57251137
47546,20960,43.6," 56,462 ",30458,1200,5.72519084
47550,899,38.9," 80,859 ",32925,16,1.779755284
47551,771,39.8," 55,294 ",24616,111,14.39688716
47552,167,54.8," 66,000 ",27608,0,0
47553,8643,35.5," 50,609 ",21835,939,10.86428323
47557,1522,35.2," 50,541 ",23136,171,11.23521682
47558,5043,26.5," 62,164 ",20152,381,7.55502677
47561,1309,39.2," 48,750 ",22210,141,10.77158136
47562,4295,33.7," 45,471 ",22050,518,12.06053551
47564,1629,45.5," 47,331 ",21656,47,2.885205648
47567,5944,43.6," 50,260 ",25243,381,6.409825034
47568,809,42.4," 38,693 ",20826,73,9.023485785
47574,224,49.3," (666,666,666)",28968,22,9.821428571
47575,1161,35.5," 59,676 ",26242,181,15.59000861
47576,215,45.8," (666,666,666)",24870,36,16.74418605
47577,1127,45.2," 61,250 ",26557,135,11.97870453
47578,850,47.7," 51,167 ",25917,54,6.352941176
47579,2717,39.8," 70,174 ",29816,105,3.864556496
47580,291,29.2," 52,604 ",22085,14,4.810996564
47581,3830,46.9," 42,804 ",23600,465,12.14099217
47584,133,55.9," 40,179 ",22763,13,9.77443609
47585,759,18.8," 51,438 ",15250,242,31.88405797
47586,11106,41.8," 49,309 ",24182,1558,14.02845309
47588,615,50.6," 36,827 ",27635,151,24.55284553
47590,368,54.5," 28,625 ",25245,48,13.04347826
47591,26403,37.3," 43,559 ",23030,3528,13.36211794
47596,60,60.8," 36,813 ",23868,15,25
47597,1098,35.7," 49,231 ",21576,70,6.375227687
47598,3408,39.9," 48,472 ",23176,483,14.17253521
47601,14007,43.3," 50,903 ",27456,1642,11.72271007
47610,5281,35.4," 53,385 ",23339,850,16.09543647
47611,1323,47.6," 71,600 ",35506,87,6.575963719
47612,748,44.8," 61,250 ",45871,40,5.347593583
47613,2890,42.3," 59,574 ",28870,218,7.543252595
47615,1674,40.4," 48,854 ",20437,347,20.72879331
47616,248,55.2," 38,088 ",20370,22,8.870967742
